age,sex,edu,race,income,us_residency,wb,mind,belong,efficacy,support,idea,soc_med,npi,moa_ach,moa_import
18,female,currentlyenrolled,white,"under20,000",yes,6,3.933333333,3.1,3.8,80,3.75,37,4,40,79
18,female,currentlyenrolled,white,"20-39,999",yes,4,4,3.4,3,61,3.625,20,0,38,51
18,female,currentlyenrolled,white,"20-39,999",yes,4.666666667,2.533333333,3.1,2.7,75,3.75,40,0,37,70
19,female,currentlyenrolled,white,"100-199,999",yes,4.166666667,3,2.5,2.9,61,3.25,40,3,40,70
22,female,currentlyenrolled,white,not say,yes,5.833333333,4.666666667,3.4,3.3,83,3.875,44,2,55,77
19,female,currentlyenrolled,white,not say,yes,3.666666667,2.133333333,4,2.7,78,4,32,0,37,78
18,male,currentlyenrolled,white,"100-199,999",yes,2.333333333,2.8,4.5,2.5,60,3.625,30,1,40,64
19,female,currentlyenrolled,white,"under20,000",yes,5.166666667,2.866666667,3.9,3.7,63,3.875,47,2,34,74
18,male,currentlyenrolled,white,"20-39,999",yes,4.833333333,3.733333333,2.1,3.2,77,3.625,18,2,44,71
18,female,currentlyenrolled,other,not say,yes,4.5,4.933333333,3.8,3,72,4,55,3,36,75
19,female,currentlyenrolled,"2,6",not say,yes,3.666666667,3.4,2.1,2.7,65,3.125,37,2,42,60
19,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,2.666666667,2.866666667,2.9,2.8,55,3.375,29,2,50,71
19,male,currentlyenrolled,other,"40-59,999",yes,3.833333333,3.333333333,2.7,2.5,60,3.125,44,3,27,62
19,male,currentlyenrolled,white,not say,yes,4,4.4,3.3,3.7,84,3.125,42,1,35,77
21,female,currentlyenrolled,white,"under20,000",yes,1.333333333,3.866666667,4.5,2,37,4,38,1,34,70
18,female,currentlyenrolled,white,not say,yes,4.833333333,5.066666667,3.7,2.4,55,3.25,45,0,31,73
19,male,currentlyenrolled,AfricanAmerican,"40-59,999",yes,6,4,3.4,3,72,3,33,5,40,71
18,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,4.166666667,4.733333333,2.2,3.5,73,3.625,34,4,45,76
19,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,5.166666667,4.8,2.5,3.4,80,3.75,33,4,55,72
18,female,currentlyenrolled,AfricanAmerican,not say,yes,3,3.333333333,3,2.5,31,3,16,5,35,45
18,female,currentlyenrolled,"1,5","60-79,999",yes,2.333333333,2.466666667,3.4,3,74,3.375,31,2,51,69
18,male,currentlyenrolled,AfricanAmerican,"under20,000",yes,2.333333333,4.533333333,2.8,2.9,46,3.625,14,6,34,60
18,female,currentlyenrolled,white,"20-39,999",yes,4.166666667,3.866666667,3.8,2.7,67,3.75,37,1,44,68
18,female,currentlyenrolled,white,"20-39,999",yes,2.833333333,3.533333333,3.7,3.4,70,3.875,38,1,31,73
18,female,currentlyenrolled,"1,2","20-39,999",yes,3.5,2.666666667,3.4,2.5,67,3.625,52,4,47,74
20,male,currentlyenrolled,white,not say,yes,5.5,3.466666667,3.8,3.7,78,4,39,8,38,63
18,male,currentlyenrolled,white,not say,yes,6.833333333,3.666666667,1.6,3.6,81,3.875,42,4,39,80
19,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,5,4.6,3,2.1,84,3,36,5,33,71
20,male,currentlyenrolled,white,"100-199,999",yes,5.166666667,4.666666667,3.3,3.9,82,3.875,52,5,44,79
20,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,4,4,1.7,2.7,57,3.375,26,4,47,68
18,female,currentlyenrolled,white,"20-39,999",yes,3.833333333,3.666666667,3.5,2.6,54,3,24,0,34,65
24,male,currentlyenrolled,white,not say,yes,4.5,3.733333333,3.2,3.4,72,3.25,22,4,41,62
19,female,currentlyenrolled,"1,2","under20,000",yes,6,3.6,2.6,3,24,3.75,46,6,36,75
18,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,5.166666667,3.866666667,3.2,2.5,72,3.625,45,4,32,75
19,female,currentlyenrolled,"1,2",not say,yes,3.333333333,3.2,3.9,2.7,73,3.75,38,1,52,58
19,female,currentlyenrolled,white,"40-59,999",yes,4.333333333,3.066666667,4.6,3.1,72,4,43,0,40,71
18,female,currentlyenrolled,white,"40-59,999",yes,3.166666667,2.866666667,2.8,3.4,59,3.625,54,7,32,68
18,male,currentlyenrolled,white,"100-199,999",yes,6.333333333,4.333333333,3.5,3.5,72,3.375,43,5,59,75
18,female,currentlyenrolled,white,not say,yes,4.333333333,2.866666667,3.8,3.1,60,4,44,3,32,68
18,male,currentlyenrolled,white,not say,yes,5.166666667,3.133333333,3.7,3.2,76,3.625,49,0,59,74
20,male,currentlyenrolled,AfricanAmerican,"60-79,999",yes,3.5,4.333333333,2.4,3.9,59,3.5,33,6,43,78
18,male,currentlyenrolled,white,"100-199,999",yes,5.666666667,3.8,2.1,4,55,3.5,28,11,32,80
19,male,currentlyenrolled,other,not say,yes,5,4.133333333,1.8,3.6,70,3.5,36,8,42,64
23,male,currentlyenrolled,white,"80-99,999",yes,2.333333333,3.133333333,2.8,2.7,43,3.625,30,1,31,57
18,female,currentlyenrolled,white,"80-99,999",yes,5.666666667,2.333333333,3,3.1,79,3.875,34,1,36,77
19,female,currentlyenrolled,white,"under20,000",yes,4.666666667,3.6,2.6,3.5,63,3.875,47,6,42,79
18,male,currentlyenrolled,AfricanAmerican,not say,yes,5.333333333,3.8,3,2.8,74,3.5,36,8,40,71
NA,female,currentlyenrolled,white,"40-59,999",yes,4.666666667,2.733333333,3,3.5,83,4,34,2,38,51
NA,female,currentlyenrolled,"1,3,4","100-199,999",yes,4.5,3.6,2.9,3.4,38,3.75,35,11,38,51
NA,female,currentlyenrolled,"1,3",not say,yes,2.666666667,3.066666667,3.3,2.8,52,3.75,32,10,30,49
NA,female,currentlyenrolled,Hispanic,"40-59,999",yes,3.5,4.466666667,1.6,3.4,60,3.125,26,5,41,61
NA,female,currentlyenrolled,Native,"60-79,999",yes,2.666666667,4.8,3,2.9,72,3.625,30,4,43,73
NA,female,currentlyenrolled,white,"under20,000",yes,3,3.266666667,3.8,3.3,52,3.625,28,2,46,70
NA,female,currentlyenrolled,Asian-Pacific,not say,yes,5.5,3.8,3.4,3.3,79,4,35,2,38,78
NA,female,currentlyenrolled,Hispanic,"20-39,999",yes,3,3.666666667,2.8,3.7,42,3.5,40,6,34,67
NA,female,currentlyenrolled,white,"under20,000",yes,4.333333333,4.133333333,3.7,2.5,56,4,44,6,39,49
NA,female,currentlyenrolled,white,"under20,000",yes,5.5,4.4,3.6,3.6,75,3.625,37,3,46,72
NA,female,currentlyenrolled,"1,3","80-99,999",yes,6,3.933333333,2.2,3.4,74,2.875,41,7,37,74
NA,female,currentlyenrolled,white,"under20,000",yes,3,2.866666667,3.8,2.3,61,3.625,35,1,42,59
NA,female,currentlyenrolled,"1,4","60-79,999",yes,4.666666667,4,2.6,2.9,68,4,38,4,45,69
NA,female,currentlyenrolled,"1,2,5","20-39,999",yes,4.5,3.666666667,3.7,3.3,66,3.75,50,5,45,73
NA,female,currentlyenrolled,white,"100-199,999",yes,3.5,5.733333333,2.5,3,84,3.75,19,0,49,77
NA,female,currentlyenrolled,white,"under20,000",yes,4,3.333333333,4.1,3.5,70,4,50,7,37,67
NA,female,currentlyenrolled,white,"20-39,999",yes,3.833333333,3.8,3.8,3.8,73,3.875,46,5,38,75
NA,female,currentlyenrolled,Hispanic,"under20,000",yes,4.833333333,4.266666667,3.6,3.2,72,2.75,32,5,43,3
NA,female,currentlyenrolled,white,"200-999,999",yes,3.166666667,1.866666667,3.7,2.7,50,4,46,1,36,63
NA,female,currentlyenrolled,"2,5","20-39,999",yes,6.166666667,4.6,2,4,60,3.875,55,5,43,80
NA,female,currentlyenrolled,Asian-Pacific,not say,yes,4.166666667,4.2,3.6,2.5,70,3.25,39,0,36,74
NA,female,currentlyenrolled,"1,3","100-199,999",yes,6.5,3.2,2.9,3.9,84,4,25,6,59,72
NA,female,currentlyenrolled,white,not say,yes,6.333333333,3,2.3,3.6,81,3,33,3,54,75
NA,female,currentlyenrolled,"1,3","40-59,999",yes,5.333333333,2.933333333,2.7,3.7,72,3.25,37,5,50,77
NA,female,currentlyenrolled,AfricanAmerican,not say,yes,3.666666667,3.266666667,3.2,2.5,53,3.875,39,6,29,55
NA,female,currentlyenrolled,white,"20-39,999",yes,3.833333333,5.2,4.5,3.5,73,4,39,8,34,50
NA,female,currentlyenrolled,white,"under20,000",yes,4.666666667,3.266666667,3.4,3.3,57,3.125,35,1,47,73
NA,female,currentlyenrolled,white,"under20,000",yes,4.666666667,4.333333333,3.1,3,71,3.75,26,5,40,68
NA,female,currentlyenrolled,other,not say,yes,2.666666667,5.133333333,1.4,3.7,70,3.75,15,3,48,74
NA,male,currentlyenrolled,white,"60-79,999",yes,2.333333333,3.666666667,3,3,36,3.5,27,0,32,55
NA,female,currentlyenrolled,white,"80-99,999",yes,5.833333333,4,2.1,3.8,84,3,29,3,48,62
NA,female,currentlyenrolled,AfricanAmerican,"20-39,999",yes,4.833333333,4.533333333,2.7,3.6,63,2.875,27,8,46,59
NA,male,currentlyenrolled,Hispanic,"under20,000",yes,5.333333333,4.133333333,3,3.7,74,3.375,37,5,43,74
NA,male,currentlyenrolled,Hispanic,not say,yes,3.166666667,3.4,3.1,3.1,54,3.875,45,2,37,70
NA,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,3.333333333,2.666666667,1.9,3.3,52,3.375,19,3,47,72
NA,female,currentlyenrolled,white,"60-79,999",yes,2.833333333,2.933333333,2.1,3.1,62,3.75,11,4,33,58
NA,female,currentlyenrolled,white,not say,yes,4,3.533333333,3.3,3.1,65,3.5,36,3,49,73
NA,female,currentlyenrolled,Hispanic,not say,yes,3.166666667,4.066666667,3.3,2.7,61,3.375,44,2,34,57
NA,female,currentlyenrolled,"2,6","20-39,999",yes,3.166666667,4,2.2,3.8,62,3.75,46,6,46,75
NA,female,currentlyenrolled,"1,2,5","40-59,999",yes,6.833333333,5.933333333,2.4,4,84,3.25,20,7,51,69
NA,female,currentlyenrolled,other,"under20,000",yes,5.833333333,4.466666667,1.7,3.5,83,3.625,31,2,45,80
NA,female,currentlyenrolled,white,"40-59,999",yes,6.833333333,5.533333333,3.2,4,84,3.875,30,2,52,73
NA,male,currentlyenrolled,Asian-Pacific,"40-59,999",yes,4.166666667,3.533333333,3.2,3,54,3.625,42,9,53,68
NA,female,currentlyenrolled,white,"60-79,999",yes,6,4.133333333,3,3.9,48,2,30,5,49,69
19,male,currentlyenrolled,white,not say,yes,5.5,4.4,3.2,3.3,76,2.875,36,5,34,67
18,female,currentlyenrolled,"1,5",not say,yes,5.166666667,3.866666667,3.4,2.5,61,3.5,42,3,33,80
20,male,currentlyenrolled,white,"20-39,999",yes,3.5,2.466666667,3.3,3.1,44,3.75,35,1,41,73
23,female,currentlyenrolled,Hispanic,"80-99,999",yes,7,5.866666667,1.6,4,78,2.125,33,6,50,63
28,male,currentlyenrolled,white,"20-39,999",yes,2.666666667,3.2,3.7,3.2,71,4,48,6,46,71
22,male,currentlyenrolled,Hispanic,"20-39,999",yes,4.166666667,4.266666667,4,3.8,23,3.125,42,6,29,78
24,female,currentlyenrolled,Hispanic,"40-59,999",no,5.333333333,3.6,1.2,3.8,64,3.375,11,7,38,63
21,male,currentlyenrolled,white,"under20,000",yes,4.833333333,4.466666667,3.2,3,80,3.25,31,2,43,65
21,female,currentlyenrolled,Native,"100-199,999",yes,3.666666667,2.066666667,4.3,2.4,82,3.75,48,4,33,71
21,female,currentlyenrolled,"2,4","20-39,999",yes,2.666666667,4.6,3,2.8,44,3.875,36,1,39,45
22,female,currentlyenrolled,AfricanAmerican,"20-39,999",yes,4.333333333,3.866666667,2.1,3.4,56,3.875,32,6,37,61
35,female,currentlyenrolled,white,"20-39,999",yes,2.166666667,2,3.4,3.2,38,2.875,29,1,49,79
24,male,currentlyenrolled,AfricanAmerican,"under20,000",yes,3.5,3.533333333,3.5,2.5,45,4,29,7,32,78
26,female,currentlyenrolled,Hispanic,"40-59,999",yes,4.166666667,4.4,2,3.8,69,4,25,4,36,73
24,female,currentlyenrolled,AfricanAmerican,"under20,000",yes,2.666666667,2.533333333,3.8,3.3,44,4,28,8,38,73
21,male,currentlyenrolled,Asian-Pacific,"20-39,999",yes,2.166666667,3.866666667,1.9,3.5,23,2.75,17,2,60,78
22,male,currentlyenrolled,white,not say,yes,2.666666667,4.266666667,2.6,3.6,62,2.875,36,2,32,42
18,female,currentlyenrolled,AfricanAmerican,not say,yes,4.333333333,3.466666667,2.5,3.1,46,3.75,21,7,43,65
20,male,currentlyenrolled,Hispanic,"20-39,999",yes,1.833333333,3.266666667,1.1,3.8,84,3.75,29,5,37,73
19,female,currentlyenrolled,Asian-Pacific,not say,yes,4,3.933333333,4.8,2.5,81,2.75,31,2,38,61
22,male,currentlyenrolled,"1,4","20-39,999",yes,4.833333333,4.6,1.5,3.4,81,3.625,23,0,45,72
33,female,currentlyenrolled,AfricanAmerican,"60-79,999",yes,4.666666667,3.8,2.5,3.3,68,3.375,33,7,52,78
34,female,currentlyenrolled,AfricanAmerican,"20-39,999",yes,3.666666667,3.066666667,2.5,3.5,37,3.125,15,4,48,79
23,female,currentlyenrolled,white,"60-79,999",yes,3.166666667,3.133333333,3.6,3.2,76,3.875,38,2,50,79
23,female,currentlyenrolled,"2,5,6","40-59,999",yes,4.333333333,4.733333333,2,3.8,56,2.125,28,7,48,68
45,male,currentlyenrolled,white,"20-39,999",yes,5.333333333,3.933333333,3.1,3,68,3.625,25,4,37,73
44,female,currentlyenrolled,"1,4","20-39,999",yes,3.666666667,3.933333333,2.8,3.9,78,3.125,32,4,48,76
33,male,currentlyenrolled,AfricanAmerican,"40-59,999",yes,3.333333333,3.8,3,3.1,68,3.625,32,4,50,67
28,male,currentlyenrolled,Hispanic,"80-99,999",yes,3.833333333,3.866666667,2.1,3.7,56,3.5,11,3,48,65
24,female,currentlyenrolled,white,"20-39,999",yes,4.666666667,2.266666667,4.2,3.5,61,3.875,26,1,47,68
29,female,currentlyenrolled,white,"60-79,999",yes,3.166666667,4.266666667,3.5,3.4,83,3.875,31,4,53,72
23,female,currentlyenrolled,Hispanic,"under20,000",yes,3.166666667,1.466666667,3.4,2.8,46,4,28,0,47,70
38,female,currentlyenrolled,AfricanAmerican,"40-59,999",yes,4,4.533333333,2,3.3,84,2.875,36,3,51,67
39,female,currentlyenrolled,Hispanic,"20-39,999",yes,2.666666667,3.4,3,3.2,63,3.25,29,4,44,79
31,female,currentlyenrolled,white,"under20,000",yes,6.333333333,5.066666667,2.8,3.3,72,3.75,53,8,39,74
20,female,currentlyenrolled,other,"40-59,999",yes,4.333333333,3.4,2.4,3.3,66,3.625,25,5,38,72
25,female,currentlyenrolled,Asian-Pacific,not say,no,3.666666667,3.333333333,4.3,3.3,78,3.125,48,10,36,61
21,female,currentlyenrolled,other,not say,no,2,4.066666667,3.5,2.4,70,3.5,21,0,39,71
25,female,currentlyenrolled,"4,6",not say,no,4.5,4.466666667,2.2,2.7,57,3.25,20,4,42,61
19,female,currentlyenrolled,AfricanAmerican,not say,no,2.833333333,4.533333333,2.1,3.7,78,2.875,35,5,34,74
35,female,currentlyenrolled,AfricanAmerican,"under20,000",no,2.666666667,3.533333333,2.4,3,53,3.625,31,6,47,73
18,female,currentlyenrolled,AfricanAmerican,not say,no,3.5,2.733333333,2.7,2.9,55,3.625,11,3,36,67
23,female,currentlyenrolled,other,not say,no,5.333333333,5.266666667,1.9,3.1,72,3.875,29,5,50,55
19,male,currentlyenrolled,other,not say,no,4,3.533333333,2.9,3,52,3.75,32,8,32,69
32,male,currentlyenrolled,AfricanAmerican,"20-39,999",no,3.833333333,5.2,3.2,3.7,67,2.625,26,5,38,70
23,female,currentlyenrolled,AfricanAmerican,"under20,000",no,5.833333333,4.933333333,3.4,2.8,60,3.25,26,3,36,70
22,female,currentlyenrolled,"1,2,4,5",not say,no,5.833333333,3.866666667,2.6,3.5,71,3.375,39,3,36,69
33,female,currentlyenrolled,"1,2",not say,no,1.666666667,4.5,1.5,3.1,39,3.625,17,7,35,66
21,male,currentlyenrolled,AfricanAmerican,"200-999,999",no,5.333333333,3.8,2.9,2.6,45,3,29,6,27,58
19,female,currentlyenrolled,AfricanAmerican,not say,no,4.5,4.133333333,2.6,2.7,72,3.125,37,5,39,54
26,female,currentlyenrolled,AfricanAmerican,not say,no,3.666666667,3.4,2.5,3.1,70,2.5,29,5,39,50
23,male,currentlyenrolled,AfricanAmerican,"20-39,999",yes,4.666666667,4.933333333,1.8,3.1,55,3,36,3,33,63
22,male,currentlyenrolled,AfricanAmerican,"40-59,999",no,2.833333333,4.6,3,3.1,41,3.375,43,7,31,67
20,male,currentlyenrolled,AfricanAmerican,not say,no,3,3.133333333,2.8,3.8,66,3.5,35,7,32,62
20,female,currentlyenrolled,white,NA,no,5.166666667,3.733333333,3.7,2.9,72,3.625,49,6,33,67
24,female,currentlyenrolled,"2,3","under20,000",no,4.833333333,5,3.1,2.9,69,3.5,25,9,38,68
21,female,currentlyenrolled,AfricanAmerican,not say,no,1.5,3.8,3.7,3,34,3.75,31,7,32,73
NA,female,currentlyenrolled,white,"60-79,999",yes,5.666666667,4.533333333,4,3.4,74,3.625,35,4,41,50
NA,female,currentlyenrolled,white,"80-99,999",yes,1.666666667,3.2,1.9,3.4,69,3.75,30,1,34,53
NA,female,currentlyenrolled,white,not say,yes,4.166666667,4.133333333,3.4,3,50,3.25,33,4,38,59
NA,female,currentlyenrolled,"1,5","40-59,999",yes,2.833333333,2.866666667,3.7,3.5,53,3,31,4,38,63
NA,female,currentlyenrolled,white,not say,no,3.833333333,2.733333333,2.8,3.5,66,4,51,5,35,68
NA,female,currentlyenrolled,Hispanic,"under20,000",yes,3.666666667,2.866666667,2.4,2.5,51,3.875,30,5,44,74
NA,female,currentlyenrolled,white,"20-39,999",yes,4.166666667,3.4,2.2,3,71,3.625,25,1,37,68
21,female,currentlyenrolled,white,"under20,000",yes,6.166666667,4.333333333,3.2,3.1,79,3.875,30,2,47,67
22,other,currentlyenrolled,AfricanAmerican,"under20,000",yes,4.833333333,4.533333333,3.4,3.2,52,3.625,48,8,41,76
22,female,currentlyenrolled,white,not say,yes,3.666666667,3.6,4.6,2.4,72,3.625,35,0,41,71
25,male,currentlyenrolled,white,"20-39,999",yes,4.166666667,3.6,2.7,3.5,54,2.625,27,5,48,60
18,female,currentlyenrolled,Asian-Pacific,not say,yes,4.666666667,4.666666667,2.7,3.5,56,3.5,29,5,37,78
21,female,currentlyenrolled,white,"100-199,999",yes,6,4.133333333,3.8,3.4,12,4,38,10,39,69
19,female,currentlyenrolled,white,"under20,000",yes,5,4,3,3.3,62,3.25,44,3,47,58
21,male,currentlyenrolled,white,not say,yes,6,3.733333333,2.8,2.9,67,3.75,38,5,35,71
20,male,currentlyenrolled,white,"100-199,999",yes,5,5.133333333,3.9,3.3,74,3.625,40,5,39,70
18,female,currentlyenrolled,white,"200-999,999",yes,4.833333333,5.266666667,1.6,4,84,4,28,6,40,79
19,female,currentlyenrolled,white,not say,yes,3.333333333,3.333333333,4.5,2.1,67,3.75,41,0,34,57
20,female,currentlyenrolled,white,"40-59,999",yes,5.666666667,3.266666667,3.6,3.1,76,4,42,4,39,64
19,female,currentlyenrolled,white,"60-79,999",yes,2.833333333,3.266666667,4.9,3.6,69,4,52,5,40,67
26,female,currentlyenrolled,white,"under20,000",yes,3.833333333,3.8,1.8,3.6,68,3.625,25,4,44,51
22,female,currentlyenrolled,white,"under20,000",yes,4,3.533333333,3.3,2.8,73,3.375,29,6,40,67
21,female,currentlyenrolled,white,"40-59,999",yes,4.833333333,1.933333333,3,3.8,67,3.625,36,1,47,74
19,male,currentlyenrolled,"1,3","80-99,999",yes,3.833333333,2.266666667,4.3,2.7,72,3.5,27,3,35,43
20,female,currentlyenrolled,"1,4","60-79,999",yes,5.833333333,3.733333333,2.5,3,0,3.375,28,3,43,67
18,female,currentlyenrolled,white,not say,yes,6.166666667,3.866666667,3.1,2.7,64,3.875,29,3,34,68
22,male,currentlyenrolled,"1,4","under20,000",yes,6.5,4.066666667,4,3.1,35,4,48,11,38,72
19,female,currentlyenrolled,Hispanic,"under20,000",yes,4.5,4.066666667,3.8,3,72,3.5,46,3,42,73
18,female,currentlyenrolled,white,"under20,000",yes,3.833333333,3.8,2.6,3,68,3.625,39,0,41,58
18,female,currentlyenrolled,white,"20-39,999",yes,4.166666667,4.866666667,4,3.1,79,3.375,36,1,38,71
20,female,currentlyenrolled,Hispanic,not say,yes,3.833333333,3.2,2.9,3.7,56,4,36,7,37,70
20,female,currentlyenrolled,white,"under20,000",yes,1.333333333,4.866666667,2.7,2.9,18,3.75,20,5,41,59
21,female,currentlyenrolled,white,not say,yes,4,3.8,3.2,2.7,60,3.875,31,3,36,58
18,female,currentlyenrolled,Asian-Pacific,not say,yes,5.666666667,4.266666667,3.7,3,77,3.75,46,1,41,77
24,female,currentlyenrolled,"1,2","under20,000",yes,5.833333333,5.333333333,2,3.4,72,3.625,31,1,44,70
21,male,currentlyenrolled,"4,6","20-39,999",no,6.166666667,4.133333333,3.9,2.9,70,3.375,35,8,36,60
21,female,currentlyenrolled,white,"20-39,999",yes,6,3.8,3.3,2.9,62,3.875,30,4,41,77
40,female,currentlyenrolled,white,"under20,000",yes,2.5,4.4,2.7,2.9,56,3,27,3,48,71
18,other,currentlyenrolled,white,"under20,000",yes,3,2.466666667,1.9,3.3,61,3.5,11,3,43,53
22,female,currentlyenrolled,white,"under20,000",yes,5.666666667,3,3.8,2.8,54,3.875,32,0,43,63
21,female,currentlyenrolled,white,"under20,000",no,4.166666667,3.133333333,2.8,3.7,67,3.875,43,7,41,72
21,female,currentlyenrolled,white,"100-199,999",yes,5.333333333,3.666666667,3.6,3.5,84,4,36,4,39,72
29,female,currentlyenrolled,white,"under20,000",yes,4.333333333,3.533333333,2.9,3.5,73,3.625,35,3,39,57
19,female,currentlyenrolled,Asian-Pacific,"40-59,999",yes,2,3.6,3,2.6,48,3.75,17,0,35,61
43,female,currentlyenrolled,"1,2,4,5","40-59,999",yes,5.666666667,4.266666667,3,3.5,66,2.75,33,2,46,77
20,female,currentlyenrolled,"1,4","80-99,999",yes,4.666666667,4.4,4.3,3.8,75,3.75,27,5,41,63
21,female,currentlyenrolled,"1,3","60-79,999",yes,5,2.2,3.5,2.7,55,3,34,2,37,60
21,female,currentlyenrolled,"1,5","20-39,999",yes,4.5,3.2,3.7,3.1,68,3.25,30,5,40,63
18,male,currentlyenrolled,Hispanic,"40-59,999",yes,2,3.933333333,3,3,52,4,40,3,39,56
NA,female,currentlyenrolled,white,not say,yes,6.166666667,5.266666667,3.2,4,14,3.75,36,4,39,76
NA,male,currentlyenrolled,white,"under20,000",yes,4.666666667,3.733333333,3,3.7,62,3.5,35,2,40,61
NA,female,currentlyenrolled,Asian-Pacific,not say,yes,1,3.6,3.2,2.9,22,3.875,30,5,30,63
NA,female,currentlyenrolled,white,"100-199,999",yes,2.666666667,1.933333333,3.7,2.6,82,4,41,4,32,69
NA,female,currentlyenrolled,"1,3","80-99,999",yes,6.166666667,5.066666667,4.1,4,82,4,55,8,36,64
NA,female,currentlyenrolled,white,"100-199,999",yes,6.166666667,3.933333333,3.5,2.8,65,3.625,40,0,32,74
NA,female,currentlyenrolled,white,not say,yes,5.5,4.4,3.7,3.3,75,4,42,7,42,72
NA,female,currentlyenrolled,white,"100-199,999",yes,3.333333333,5.2,4.1,3,84,4,43,6,40,66
NA,female,currentlyenrolled,white,not say,yes,2.833333333,4.466666667,4.1,3.3,68,3.5,43,0,36,59
NA,female,currentlyenrolled,white,not say,yes,4.333333333,3.4,4.3,2.5,74,3.75,45,8,33,56
NA,female,currentlyenrolled,Asian-Pacific,"20-39,999",yes,5.333333333,3.2,3.9,2.9,79,3.5,46,6,41,53
NA,female,currentlyenrolled,white,"60-79,999",yes,4.166666667,4.2,3.9,2.9,64,3.25,30,0,39,76
NA,female,currentlyenrolled,white,"under20,000",yes,4.833333333,4.466666667,3,2.5,73,2.25,38,4,42,65
NA,female,currentlyenrolled,white,"60-79,999",yes,3.666666667,4,2.9,3,82,3.625,45,6,38,72
NA,female,currentlyenrolled,white,"under20,000",yes,5.666666667,4.266666667,3.3,3,74,3.375,38,8,38,69
NA,female,currentlyenrolled,"2,3","60-79,999",yes,6.333333333,3.866666667,1.9,3.3,67,3.5,36,6,37,70
NA,female,currentlyenrolled,white,not say,yes,5,3.266666667,4.5,3.2,80,3.75,33,8,38,62
NA,female,currentlyenrolled,Asian-Pacific,"20-39,999",yes,5.166666667,5.2,2.4,3.2,68,3.5,39,6,38,73
NA,male,currentlyenrolled,"1,4","60-79,999",yes,4.333333333,2.8,3.4,3.3,81,3.75,37,0,38,74
NA,female,currentlyenrolled,white,"60-79,999",yes,2.166666667,1.666666667,4.3,1.9,62,4,45,2,35,67
NA,female,currentlyenrolled,white,"under20,000",yes,4,4.6,3,3.8,66,3.625,40,7,43,73
NA,male,currentlyenrolled,white,not say,yes,4,2.266666667,4.1,3.1,57,3.25,19,6,36,75
NA,female,currentlyenrolled,"2,5","40-59,999",yes,5.333333333,4.6,2.6,3.8,61,3.875,35,4,45,54
NA,female,currentlyenrolled,white,not say,yes,2.333333333,3.6,3.4,2,54,3.5,38,0,30,60
NA,female,currentlyenrolled,white,not say,yes,3.5,2.466666667,4.4,2.4,71,3.125,39,3,50,76
NA,female,currentlyenrolled,white,"20-39,999",yes,2.833333333,4.266666667,4,2.6,77,3.75,44,1,37,76
NA,female,currentlyenrolled,Asian-Pacific,"under20,000",yes,4.5,4,3.4,3,57,2.875,36,2,44,60
